MONTH,SECTOR,DISTRICT,PSU,HUNIT,HHOLD,SERNO,SEX,BYEAR,BMONTH,AGE,EDU,CUEDU,P21,Q2,Q4,Q6_A,Q47,Q48,Q50,Q51,Q52,employment_status,EDU_group,PROVINCE
1,Urban,Colombo,1,2,1,2,Male,1993,4.0,29, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
1,Urban,Colombo,2,8,1,2,Female,1999,11.0,23,Degree ,Other Educational Institution,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Western
1,Rural,Colombo,3,9,1,3,Male,2002,7.0,20, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
1,Urban,Colombo,5,8,1,2,Male,1995,12.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
1,Rural,Colombo,8,6,1,3,Male,1996,5.0,26,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
1,Rural,Colombo,8,6,1,4,Male,1998,2.0,24,Passed Grade 9,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
1,Estate,Colombo,9,4,1,3,Male,1996,5.0,26,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
1,Estate,Colombo,9,4,1,4,Male,2001,6.0,21,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
1,Urban,Colombo,13,3,1,3,Male,2000,7.0,22,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
1,Urban,Colombo,13,7,1,4,Male,1999,2.0,23,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
1,Urban,Colombo,13,7,1,5,Female,2003,4.0,19,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(O/L),Western
1,Urban,Colombo,16,5,1,3,Male,1993,12.0,29, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
1,Urban,Colombo,16,10,1,3,Male,2004,6.0,18,Passed Grade 10,Vocational / Technical Institution,Currently studying/training,1.0,,,,,,,,Employed,Grade 6-10,Western
1,Urban,Colombo,18,10,1,3,Female,2001,9.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Western
1,Urban,Colombo,19,4,1,5,Female,1997,2.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
2,Urban,Colombo,24,1,1,3,Female,1995,5.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
2,Rural,Colombo,25,1,1,3,Male,2001,5.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Western
2,Urban,Colombo,27,3,1,3,Female,1998,10.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
2,Rural,Colombo,28,10,1,3,Male,2000,11.0,22,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
2,Rural,Colombo,29,10,1,3,Male,2002,5.0,20,Passed Grade 12,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
2,Urban,Colombo,32,10,1,4,Female,2001,9.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Western
2,Urban,Colombo,34,4,1,3,Male,1997,7.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Western
2,Urban,Colombo,34,8,1,3,Female,1999,11.0,23,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Western
2,Urban,Colombo,35,2,1,4,Female,1998,4.0,24,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
2,Urban,Colombo,35,2,1,5,Male,1995,1.0,28,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Grade 6-10,Western
2,Urban,Colombo,36,6,1,3,Male,2001,5.0,21,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
2,Urban,Colombo,38,4,1,3,Male,1997,11.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Western
2,Urban,Colombo,38,8,1,3,Female,2000,4.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
3,Urban,Colombo,42,7,1,4,Male,2005,1.0,18,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
3,Rural,Colombo,44,8,1,5,Male,1993,8.0,29,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
3,Urban,Colombo,45,3,1,5,Female,1995,8.0,27,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
3,Rural,Colombo,48,7,1,3,Female,1995,9.0,27,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Western
3,Rural,Colombo,50,10,1,3,Male,1998,1.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
3,Rural,Colombo,50,10,1,4,Male,2002,2.0,21,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
3,Urban,Colombo,52,6,1,3,Female,1994,7.0,28,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Western
3,Urban,Colombo,57,7,1,3,Female,1996,6.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
3,Urban,Colombo,58,2,1,2,Male,1995,4.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
3,Urban,Colombo,59,6,1,5,Female,2002,3.0,21,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
3,Urban,Colombo,61,4,1,1,Male,1996,8.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
3,Urban,Colombo,61,8,1,1,Male,1997,6.0,25,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
4,Urban,Colombo,67,1,1,4,Male,1995,1.0,28,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
4,Urban,Colombo,68,1,1,2,Male,1996,7.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
4,Urban,Colombo,68,1,1,3,Male,2000,6.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
4,Urban,Colombo,77,10,1,3,Male,1995,12.0,27,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
4,Urban,Colombo,79,2,1,6,Female,1997,4.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
4,Urban,Colombo,79,2,1,7,Male,2004,9.0,18,Passed Grade 12,School,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
4,Urban,Colombo,79,6,1,3,Male,2002,12.0,20,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
4,Urban,Colombo,79,6,1,4,Male,2005,2.0,18,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
4,Urban,Colombo,80,1,1,3,Male,1997,9.0,25,Post Graduate Degree/ Diploma ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,Degree / Education institue,Western
4,Urban,Colombo,81,1,1,3,Female,1996,8.0,26,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
4,Urban,Colombo,81,6,1,1,Male,1994,10.0,28,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
5,Urban,Colombo,83,9,1,2,Female,1994,5.0,28,Passed Grade 9,Does not attend,Not studying,2.0,1.0,,,,,,,Employed,Grade 6-10,Western
5,Urban,Colombo,84,7,1,2,Female,1995,6.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Western
5,Urban,Colombo,84,7,1,4,Male,1996,11.0,26,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
5,Rural,Colombo,86,1,1,2,Male,1995,4.0,28,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Grade 6-10,Western
5,Rural,Colombo,86,6,1,3,Female,1998,2.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
5,Rural,Colombo,86,6,1,4,Female,2000,9.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
5,Rural,Colombo,91,5,1,4,Female,1995,2.0,28,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Western
5,Rural,Colombo,91,5,1,5,Female,1994,1.0,29, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
5,Estate,Colombo,92,5,1,4,Male,1996,6.0,26,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
5,Estate,Colombo,92,5,1,7,Male,1999,10.0,23,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
5,Urban,Colombo,93,6,1,3,Male,1997,10.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
5,Urban,Colombo,96,5,1,3,Male,2001,12.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Vocational / Technical Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
5,Urban,Colombo,97,1,1,6,Female,9999,,20,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(O/L),Western
5,Urban,Colombo,98,2,1,2,Male,1999,8.0,23,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
5,Urban,Colombo,98,2,1,3,Male,2001,3.0,22,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
5,Urban,Colombo,98,2,1,4,Female,2002,6.0,20,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
5,Urban,Colombo,98,10,1,5,Male,1996,3.0,27,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
5,Urban,Colombo,100,5,1,1,Male,1995,10.0,27,Passed Grade 10,Does not attend,Not studying,2.0,1.0,,,,,,,Employed,Grade 6-10,Western
5,Urban,Colombo,101,3,1,3,Female,2004,7.0,18,Passed G.C.E.(O/L)/ N.C.G.E. ,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(O/L),Western
6,Urban,Colombo,104,10,1,4,Male,1996,5.0,27,Passed Grade 9,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Grade 6-10,Western
6,Urban,Colombo,107,9,1,3,Male,2000,1.0,23,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
6,Urban,Colombo,107,9,1,4,Male,2003,4.0,20,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
6,Rural,Colombo,110,2,1,3,Female,1997,6.0,26,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Western
6,Urban,Colombo,114,9,1,3,Female,1995,12.0,27,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Western
6,Urban,Colombo,117,9,1,2,Female,2001,4.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
6,Urban,Colombo,119,2,1,3,Female,1997,5.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
6,Urban,Colombo,119,6,1,2,Male,1993,12.0,29,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
6,Urban,Colombo,119,6,1,3,Male,2000,2.0,23,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
6,Urban,Colombo,121,5,1,3,Female,1996,4.0,27,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Western
6,Urban,Colombo,122,6,1,3,Female,1996,6.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Western
6,Urban,Colombo,122,6,1,5,Male,2002,10.0,20,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
7,Urban,Colombo,123,6,1,4,Male,2000,12.0,22,Passed Grade 6,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
7,Urban,Colombo,124,4,1,3,Male,2001,6.0,22,Passed Grade 9,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
7,Urban,Colombo,127,9,1,3,Female,1999,4.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
7,Urban,Colombo,129,7,1,3,Female,1995,3.0,28,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Western
7,Rural,Colombo,131,1,1,4,Female,2000,11.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
7,Rural,Colombo,132,1,1,2,Female,1997,11.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
7,Urban,Colombo,136,2,1,3,Female,1995,9.0,27,Degree ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,Degree / Education institue,Western
7,Urban,Colombo,136,10,1,5,Male,2000,4.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Vocational / Technical Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
7,Urban,Colombo,138,7,1,3,Male,1994,12.0,28,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
7,Urban,Colombo,140,9,1,3,Female,2002,4.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
7,Urban,Colombo,142,2,1,3,Male,1999,11.0,23,Degree ,Does not attend,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Degree / Education institue,Western
8,Urban,Colombo,144,3,1,3,Male,2002,4.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
8,Urban,Colombo,148,10,1,1,Male,1995,5.0,28,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
8,Urban,Colombo,149,7,1,3,Female,1994,6.0,29,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
8,Urban,Colombo,153,6,1,3,Male,1998,3.0,25,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
8,Urban,Colombo,156,7,1,2,Male,1994,10.0,28,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
8,Urban,Colombo,157,9,1,3,Male,9999,,26,Degree ,Vocational / Technical Institution,Currently studying/training,1.0,,,,,,,,Employed,Degree / Education institue,Western
8,Urban,Colombo,160,2,1,3,Male,1998,10.0,24,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
9,Urban,Colombo,164,1,1,2,Female,2001,5.0,22,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
9,Rural,Colombo,166,4,1,4,Female,1993,11.0,29,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Western
9,Rural,Colombo,171,10,1,3,Male,1996,5.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Vocational / Technical Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
9,Urban,Colombo,174,5,1,3,Female,2001,5.0,22,Degree ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Degree / Education institue,Western
9,Urban,Colombo,175,2,1,2,Female,1994,8.0,29,Passed Grade 9,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
9,Urban,Colombo,175,7,1,1,Male,1994,5.0,29,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
9,Urban,Colombo,178,2,1,5,Male,1997,1.0,26,Passed Grade 10,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,Grade 6-10,Western
10,Urban,Colombo,185,1,1,1,Female,2001,9.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Vocational / Technical Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
10,Urban,Colombo,185,1,1,2,Male,2000,2.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
10,Rural,Colombo,186,1,1,1,Male,1993,12.0,29,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
10,Urban,Colombo,187,2,1,3,Male,1996,1.0,27,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
10,Urban,Colombo,187,2,1,7,Male,1998,7.0,25,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
10,Rural,Colombo,192,3,1,3,Male,1996,7.0,27,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
10,Rural,Colombo,192,3,1,4,Female,2002,7.0,21,Passed G.C.E.(O/L)/ N.C.G.E. ,University,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
10,Urban,Colombo,193,6,1,3,Male,2001,8.0,22,Passed Grade 12,Does not attend,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
10,Urban,Colombo,194,10,1,2,Male,2001,8.0,22,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
10,Urban,Colombo,196,4,1,1,Male,2000,11.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
10,Urban,Colombo,196,4,1,3,Male,1999,7.0,24,Degree ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,Degree / Education institue,Western
10,Urban,Colombo,199,6,1,4,Female,1999,9.0,24,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
11,Urban,Colombo,203,10,1,4,Male,1998,6.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
11,Urban,Colombo,205,8,1,2,Female,2004,5.0,19,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
11,Rural,Colombo,209,5,1,3,Male,1999,7.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
11,Rural,Colombo,209,9,1,2,Male,1997,12.0,25,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
11,Rural,Colombo,210,10,1,3,Female,2000,6.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Western
11,Urban,Colombo,220,6,1,3,Female,1998,3.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
11,Urban,Colombo,221,6,1,2,Male,1995,8.0,28, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
11,Urban,Colombo,222,2,1,3,Female,1999,5.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
12,Urban,Colombo,224,2,1,3,Male,1995,10.0,28, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
12,Urban,Colombo,228,5,1,3,Female,2002,5.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
12,Rural,Colombo,230,7,1,4,Male,1995,1.0,28,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Western
12,Urban,Colombo,233,2,1,5,Male,2003,8.0,20,Passed G.C.E.(O/L)/ N.C.G.E. ,Vocational / Technical Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
12,Urban,Colombo,235,1,1,2,Male,2003,3.0,20,Passed G.C.E.(O/L)/ N.C.G.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
12,Urban,Colombo,235,7,1,3,Male,2003,10.0,20,Passed Grade 10,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,Grade 6-10,Western
12,Urban,Colombo,239,1,1,4,Male,1998,2.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
12,Urban,Colombo,242,8,1,4,Female,2000,12.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
1,Rural,Gampaha,7,3,1,3,Female,1995,6.0,27,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
1,Rural,Gampaha,7,7,1,5,Male,1993,9.0,29,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
1,Rural,Gampaha,8,7,1,3,Female,2001,5.0,21,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
1,Rural,Gampaha,9,7,1,3,Female,1999,10.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
1,Rural,Gampaha,10,1,1,2,Female,1994,4.0,28,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
1,Rural,Gampaha,13,2,1,3,Female,2002,8.0,20, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Western
1,Rural,Gampaha,13,6,1,3,Male,1993,9.0,29,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(O/L),Western
1,Rural,Gampaha,13,6,1,4,Female,1997,9.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
1,Rural,Gampaha,17,1,1,3,Male,2001,8.0,21,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
1,Rural,Gampaha,18,6,1,3,Male,1997,1.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
1,Rural,Gampaha,18,6,1,4,Male,2001,1.0,22,Passed Grade 9,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
1,Rural,Gampaha,20,1,1,3,Male,1994,8.0,28, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
1,Rural,Gampaha,20,9,1,3,Male,1995,2.0,27,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Western
1,Rural,Gampaha,20,9,1,4,Female,2002,6.0,20,Passed Grade 9,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Grade 6-10,Western
1,Rural,Gampaha,21,7,1,3,Female,1993,11.0,29,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Western
2,Urban,Gampaha,25,6,1,4,Female,1993,7.0,29, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Western
2,Rural,Gampaha,34,4,1,3,Female,2001,12.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Western
