MONTH,SECTOR,DISTRICT,PSU,HUNIT,HHOLD,SERNO,SEX,BYEAR,BMONTH,AGE,EDU,CUEDU,P21,Q2,Q4,Q6_A,Q47,Q48,Q50,Q51,Q52,employment_status,EDU_group,PROVINCE
1,Rural,Kandy,5,10,1,3,Male,1999,12.0,23,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
1,Rural,Kandy,7,8,1,3,Male,2001,10.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
1,Rural,Kandy,8,10,1,4,Female,2000,11.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Central
1,Rural,Kandy,10,7,1,2,Female,1996,6.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
1,Rural,Kandy,10,7,1,4,Male,1995,5.0,27,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Central
1,Rural,Kandy,11,1,1,3,Male,1997,10.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
1,Rural,Kandy,11,1,1,4,Female,2001,11.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
1,Rural,Kandy,11,9,1,4,Male,1995,1.0,28,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
1,Rural,Kandy,12,8,1,3,Female,1996,3.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Central
1,Rural,Kandy,12,8,1,4,Female,2000,2.0,22,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
1,Rural,Kandy,14,8,1,4,Female,1996,4.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
1,Urban,Kandy,15,9,1,1,Male,1996,7.0,26,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Central
2,Rural,Kandy,17,8,1,4,Male,2003,11.0,19,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Grade 6-10,Central
2,Rural,Kandy,18,2,1,3,Female,1995,7.0,27,Degree ,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Degree / Education institue,Central
2,Rural,Kandy,19,8,1,4,Female,2001,7.0,21,Passed Grade 12,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Central
2,Rural,Kandy,19,8,1,5,Female,1994,5.0,28,Passed Grade 10,Does not attend,Not studying,2.0,2.0,1.0,1.0,2.0,5.0,1.0,,Employed,Grade 6-10,Central
2,Rural,Kandy,20,2,1,3,Male,2000,4.0,22,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
2,Rural,Kandy,30,6,1,3,Male,1994,8.0,28, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
2,Rural,Kandy,30,6,1,4,Female,1998,1.0,25,Degree ,Does not attend,Not studying,2.0,2.0,1.0,2.0,,,,2.0,Employed,Degree / Education institue,Central
2,Rural,Kandy,30,10,1,4,Male,1999,9.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,1.0,3.0,,,,,Employed,G.C.E.(A/L),Central
3,Rural,Kandy,35,4,1,2,Female,1997,7.0,25,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,1.0,2.0,,,,2.0,Employed,G.C.E.(O/L),Central
3,Rural,Kandy,36,2,1,5,Female,1996,11.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
3,Rural,Kandy,40,7,1,3,Female,1997,12.0,25,Degree ,Does not attend,Currently studying/training,1.0,,,,,,,,Employed,Degree / Education institue,Central
3,Rural,Kandy,42,4,1,3,Female,1996,4.0,26,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
3,Rural,Kandy,42,4,1,4,Female,2002,3.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Central
3,Rural,Kandy,43,6,1,3,Female,1997,4.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Vocational / Technical Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
3,Rural,Kandy,43,10,1,2,Male,1999,8.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Central
3,Rural,Kandy,44,4,1,3,Female,2001,4.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Central
3,Rural,Kandy,44,8,1,3,Male,2001,5.0,21,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Central
4,Rural,Kandy,47,2,1,4,Male,2001,4.0,22,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
4,Rural,Kandy,48,3,1,3,Male,1999,9.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
4,Rural,Kandy,49,2,1,3,Male,1998,12.0,24,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
4,Rural,Kandy,52,8,1,5,Female,1996,1.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,University,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Central
4,Rural,Kandy,52,8,1,6,Male,2000,1.0,23,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Central
4,Rural,Kandy,53,8,1,3,Female,1993,11.0,29, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
4,Rural,Kandy,56,8,1,4,Female,1995,12.0,27,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
4,Rural,Kandy,58,10,1,3,Female,1993,9.0,29, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
4,Estate,Kandy,59,7,1,4,Female,1995,11.0,27,Passed Grade 10,Does not attend,Not studying,2.0,2.0,1.0,2.0,,,,2.0,Employed,Grade 6-10,Central
5,Rural,Kandy,61,7,1,3,Male,2000,7.0,22,Passed G.A.Q./G.S.Q.,University,Currently studying/training,1.0,,,,,,,,Employed,Degree / Education institue,Central
5,Rural,Kandy,64,8,1,3,Female,1997,10.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
5,Rural,Kandy,68,10,1,3,Male,2000,8.0,22,Passed Grade 12,Other Educational Institution,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
5,Rural,Kandy,69,4,1,3,Female,2002,4.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
5,Rural,Kandy,71,1,1,3,Male,2003,9.0,19,Passed G.C.E.(O/L)/ N.C.G.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(O/L),Central
5,Estate,Kandy,73,10,1,4,Male,2008,4.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,1.0,2.0,,,,1.0,Employed,Grade 6-10,Central
5,Rural,Kandy,74,5,1,2,Female,1996,5.0,27,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
5,Rural,Kandy,74,9,1,3,Female,1997,3.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
6,Rural,Kandy,77,10,1,3,Male,1995,1.0,28, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,1.0,,,,,,,Employed,G.C.E.(A/L),Central
6,Rural,Kandy,77,10,1,5,Male,2001,9.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,2.0,2.0,1.0,2.0,,,,1.0,Employed,G.C.E.(A/L),Central
6,Rural,Kandy,79,4,1,4,Female,2002,9.0,20,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
6,Rural,Kandy,79,8,1,3,Female,2002,3.0,21,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
6,Rural,Kandy,82,2,1,3,Male,1996,12.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
6,Rural,Kandy,82,2,1,4,Male,1999,6.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Central
6,Rural,Kandy,82,6,1,2,Male,2002,1.0,21,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
6,Rural,Kandy,83,9,1,2,Female,1999,5.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
6,Rural,Kandy,85,5,1,3,Female,2001,2.0,22,Passed Grade 10,Does not attend,Not studying,2.0,2.0,1.0,2.0,,,,2.0,Employed,Grade 6-10,Central
6,Rural,Kandy,86,3,1,3,Female,1997,10.0,25,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,1.0,2.0,,,,2.0,Employed,G.C.E.(O/L),Central
6,Rural,Kandy,88,1,1,3,Male,2002,10.0,20,Passed Grade 10,Does not attend,Not studying,2.0,2.0,1.0,1.0,1.0,,1.0,,Employed,Grade 6-10,Central
7,Rural,Kandy,92,9,1,4,Female,1999,12.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
7,Estate,Kandy,96,8,1,4,Female,1997,6.0,26,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Central
7,Estate,Kandy,96,8,1,5,Male,1999,2.0,24,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
7,Rural,Kandy,97,1,1,3,Female,1999,12.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
7,Rural,Kandy,97,10,1,2,Male,2001,7.0,22,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
7,Rural,Kandy,99,4,1,3,Male,1995,11.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
7,Rural,Kandy,100,4,1,3,Male,1996,11.0,26,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Grade 6-10,Central
7,Rural,Kandy,100,9,1,3,Male,2003,10.0,19,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
8,Estate,Kandy,106,10,1,2,Male,1997,7.0,26,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Central
8,Estate,Kandy,106,10,1,3,Male,2000,4.0,23,Passed Grade 10,Does not attend,Not studying,2.0,2.0,1.0,2.0,,,,2.0,Employed,Grade 6-10,Central
8,Rural,Kandy,109,1,1,2,Female,2001,1.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
8,Rural,Kandy,109,1,1,3,Male,1995,9.0,27,Passed Grade 8,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
8,Urban,Kandy,116,4,1,3,Female,2000,1.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
9,Rural,Kandy,120,8,1,3,Female,2001,4.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,1.0,1.0,2.0,6.0,2.0,2.0,Employed,G.C.E.(A/L),Central
9,Rural,Kandy,120,8,1,4,Female,2008,9.0,15,Passed Grade 9,School,Currently studying/training,2.0,2.0,1.0,2.0,,,,1.0,Employed,Grade 6-10,Central
9,Rural,Kandy,126,1,1,3,Male,2000,3.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Central
9,Rural,Kandy,128,10,1,1,Female,1995,6.0,28,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
9,Rural,Kandy,130,7,1,3,Male,1997,7.0,26,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Central
9,Estate,Kandy,132,6,1,3,Male,1996,2.0,27,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Central
10,Rural,Kandy,134,2,1,3,Male,2003,3.0,20, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
10,Rural,Kandy,136,6,1,2,Female,2002,3.0,21,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Central
10,Rural,Kandy,138,7,1,3,Male,1995,3.0,28,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Central
10,Urban,Kandy,139,8,1,3,Male,1995,1.0,28,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Central
10,Urban,Kandy,139,8,1,4,Female,1998,2.0,25,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Central
10,Rural,Kandy,143,1,1,3,Female,2002,11.0,20,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
10,Rural,Kandy,143,6,1,4,Male,1999,8.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
11,Rural,Kandy,148,1,1,3,Female,1998,5.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
11,Rural,Kandy,148,7,1,3,Female,1995,2.0,28,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
11,Urban,Kandy,160,8,1,2,Female,1995,4.0,28,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
11,Rural,Kandy,161,6,1,2,Female,1999,2.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
12,Rural,Kandy,162,3,1,3,Female,2003,2.0,20, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
12,Rural,Kandy,162,8,1,3,Female,1997,1.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
12,Rural,Kandy,162,8,1,4,Male,2000,12.0,23,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
12,Rural,Kandy,165,3,1,3,Male,1996,6.0,27, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
12,Rural,Kandy,165,7,1,5,Female,1996,11.0,27,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
12,Rural,Kandy,166,5,1,4,Male,1997,8.0,26,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
12,Rural,Kandy,172,3,1,3,Male,1994,7.0,29,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Grade 6-10,Central
12,Rural,Kandy,172,3,1,4,Male,1998,6.0,25,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Grade 6-10,Central
12,Rural,Kandy,173,2,1,3,Male,1995,3.0,28,Degree ,Does not attend,Currently studying/training,1.0,,,,,,,,Employed,Degree / Education institue,Central
12,Rural,Kandy,175,1,1,2,Female,1997,4.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,1.0,3.0,,,,,Employed,G.C.E.(A/L),Central
12,Urban,Kandy,176,8,1,2,Male,2000,6.0,23,Passed G.A.Q./G.S.Q.,University,Currently studying/training,2.0,2.0,1.0,2.0,,,,1.0,Employed,Degree / Education institue,Central
1,Rural,Matale,5,10,1,3,Male,2000,8.0,22, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Central
2,Urban,Matale,8,4,1,3,Female,1996,11.0,26, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
2,Rural,Matale,12,9,1,3,Female,2002,2.0,21,Passed Grade 12,Does not attend,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Central
3,Rural,Matale,13,4,1,1,Male,1993,4.0,29,Passed Grade 7,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
3,Rural,Matale,13,9,1,3,Female,2004,3.0,19,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
4,Rural,Matale,19,9,1,2,Female,1994,2.0,29,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
4,Estate,Matale,24,2,1,3,Female,1999,2.0,24,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(O/L),Central
4,Estate,Matale,24,10,1,1,Male,1998,10.0,24,Passed Grade 9,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Grade 6-10,Central
4,Estate,Matale,24,10,1,2,Female,1999,2.0,24,Passed Grade 9,Does not attend,Not studying,2.0,1.0,,,,,,,Employed,Grade 6-10,Central
4,Estate,Matale,24,10,1,3,Male,2000,5.0,22,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Grade 6-10,Central
5,Rural,Matale,25,1,1,2,Female,2002,7.0,20,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
5,Rural,Matale,25,5,1,2,Female,1997,4.0,26,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Grade 6-10,Central
5,Rural,Matale,27,1,1,3,Female,1998,7.0,24, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
5,Rural,Matale,29,6,1,4,Female,2003,4.0,20, Passed G.C.E.(A/L)/ H.N.C.E. ,Vocational / Technical Institution,Currently studying/training,2.0,2.0,1.0,2.0,,,,1.0,Employed,G.C.E.(A/L),Central
6,Rural,Matale,31,8,1,2,Male,1993,9.0,29,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
6,Rural,Matale,31,8,1,3,Female,2002,2.0,21,Passed Grade 10,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Grade 6-10,Central
6,Urban,Matale,34,6,1,3,Male,1999,7.0,23,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
6,Rural,Matale,36,3,1,2,Male,1993,9.0,29,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
6,Rural,Matale,36,8,1,3,Male,1998,12.0,24,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
6,Rural,Matale,36,8,1,4,Male,2002,2.0,21,Passed Grade 10,Vocational / Technical Institution,Currently studying/training,1.0,,,,,,,,Employed,Grade 6-10,Central
7,Rural,Matale,38,4,1,4,Female,2004,4.0,19,Passed Grade 10,Does not attend,Not studying,2.0,2.0,1.0,2.0,,,,2.0,Employed,Grade 6-10,Central
8,Rural,Matale,44,2,1,4,Male,1998,3.0,25, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
8,Rural,Matale,46,2,1,3,Male,2000,4.0,23,Passed Grade 9,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
8,Rural,Matale,46,6,1,3,Female,2000,3.0,23,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Central
8,Rural,Matale,47,8,1,3,Male,2001,7.0,22,Passed Grade 10,Does not attend,Currently studying/training,1.0,,,,,,,,Employed,Grade 6-10,Central
9,Estate,Matale,51,4,1,3,Male,1998,7.0,25,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Central
9,Estate,Matale,51,4,1,4,Female,2001,9.0,22,Passed G.C.E.(O/L)/ N.C.G.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(O/L),Central
9,Rural,Matale,53,5,1,1,Male,1995,7.0,28, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
10,Rural,Matale,55,2,1,3,Female,2001,7.0,22,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
10,Urban,Matale,58,2,1,3,Male,1998,4.0,25,Passed Grade 9,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
10,Urban,Matale,58,2,1,4,Male,2004,12.0,18,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
11,Urban,Matale,62,4,1,3,Male,2002,3.0,21, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
11,Urban,Matale,62,8,1,1,Female,1999,4.0,24,Passed Grade 12,Does not attend,Not studying,2.0,2.0,1.0,2.0,,,,2.0,Employed,G.C.E.(A/L),Central
11,Rural,Matale,63,9,1,3,Male,1994,7.0,29, Passed G.C.E.(A/L)/ H.N.C.E. ,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Central
12,Rural,Matale,67,7,1,3,Male,1999,6.0,24,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
12,Rural,Matale,67,7,1,4,Female,2001,6.0,22,Passed Grade 10,Does not attend,Currently studying/training,1.0,,,,,,,,Employed,Grade 6-10,Central
12,Rural,Matale,68,6,1,3,Male,2000,6.0,23,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
12,Rural,Matale,70,6,1,2,Male,2004,8.0,19,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
12,Rural,Matale,71,9,1,3,Female,1998,6.0,25,Passed Grade 12,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
1,Estate,Nuwara Eliya,3,2,1,4,Female,1997,10.0,25,Passed Grade 10,Does not attend,Not studying,2.0,2.0,1.0,2.0,,,,2.0,Employed,Grade 6-10,Central
1,Estate,Nuwara Eliya,3,7,1,2,Male,1997,7.0,25,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
1,Estate,Nuwara Eliya,3,7,1,3,Male,2000,5.0,22,Passed G.C.E.(O/L)/ N.C.G.E. ,Other Educational Institution,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(O/L),Central
1,Urban,Nuwara Eliya,4,7,1,3,Male,1998,1.0,25,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
2,Estate,Nuwara Eliya,8,5,1,3,Male,1994,7.0,28,Degree ,Does not attend,Not studying,1.0,,,,,,,,Employed,Degree / Education institue,Central
2,Estate,Nuwara Eliya,8,5,1,4,Male,2000,2.0,23, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
2,Estate,Nuwara Eliya,10,9,1,2,Female,2003,3.0,19,Passed Grade 10,Other Educational Institution,Currently studying/training,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,Grade 6-10,Central
2,Estate,Nuwara Eliya,11,4,1,4,Female,1994,7.0,28, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,2.0,2.0,2.0,1.0,1.0,,1.0,,Unemployed,G.C.E.(A/L),Central
2,Estate,Nuwara Eliya,12,3,1,3,Male,1997,5.0,25,Passed Grade 10,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
2,Estate,Nuwara Eliya,12,7,1,4,Female,1994,8.0,28, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Not studying,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
3,Rural,Nuwara Eliya,16,1,1,2,Female,1996,6.0,26,Passed G.C.E.(O/L)/ N.C.G.E. ,Vocational / Technical Institution,Currently studying/training,2.0,2.0,1.0,2.0,,,,1.0,Employed,G.C.E.(O/L),Central
3,Rural,Nuwara Eliya,16,5,1,5,Male,1994,1.0,29,Passed Grade 8,Does not attend,Not studying,1.0,,,,,,,,Employed,Grade 6-10,Central
3,Rural,Nuwara Eliya,16,9,1,3,Male,1994,9.0,28, Passed G.C.E.(A/L)/ H.N.C.E. ,Does not attend,Currently studying/training,1.0,,,,,,,,Employed,G.C.E.(A/L),Central
